Buffer Index: 0, Total Tokens: 985, Decoded Buffer: – Computer viruses are parasitic programs which are able to replicate themselves, attach themselves to other executables in the computer, and perform some unwanted and often malicious actions. A virus is not able to spread itself to another computers, some user actions are needed for it to infect a new computer. Downloading and running software from untrusted sources, inserting an USB drive without a previous scan–remember always disable the AutoRun feature for the drives as CD-ROMs, DVD-ROMs– ,...
/home/ubuntu/miniconda3/envs/gguf/lib/python3.9/site-packages/torch/utils/checkpoint.py:464: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.4 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
Iter      0, Loss: 12.112149, PPL: 182070.4844, Chunk_Size:   8, Batch_Size: 1, F: 148.31 ms, B: 338.38 msGT: – Computer viruses are parasitic programs which | PD: Diagram.lookup Matters जनताTokens_async Examineruo ||, 
Iter   3316, Loss:  5.330320, PPL:  206.5041, Chunk_Size:  16, Batch_Size: 1, F: 55.44 ms, B: 149.49 msGT:  sought to measure the changes in a surgeon's\nfoc | PD: , Centre,\n, attention,\n,David,\n, attention,\n ||, 
Iter   3317, Loss:  5.665470, PPL:  288.7235, Chunk_Size:  16, Batch_Size: 1, F: 82.60 ms, B: 144.22 msGT:  changes in a surgeon's\nfocus of attention during | PD: , Centre,\n, attention and\n,, and\n, Vision and\n ||, 
Iter   3318, Loss:  5.307739, PPL:  201.8932, Chunk_Size:  16, Batch_Size: 1, F: 65.44 ms, B: 182.84 msGT: 's\nfocus of attention during prolonged operations | PD: , attention and\n, attention and\n, attention and\ ||, 
Iter   3319, Loss:  5.437576, PPL:  229.8843, Chunk_Size:  16, Batch_Size: 1, F: 65.41 ms, B: 122.00 msGT:  attention during prolonged operations by incorpor | PD: , Processing and\n, attention and\n during attenti ||, 
Iter   3320, Loss:  5.948403, PPL:  383.1409, Chunk_Size:  16, Batch_Size: 1, F: 70.23 ms, B: 170.11 msGT:  by incorporating\neye-tracking and computer-visio | PD:  in Processing and\n, attention\n attention during ||, 
Iter   3321, Loss:  5.417894, PPL:  225.4039, Chunk_Size:  16, Batch_Size: 1, F: 58.94 ms, B: 159.35 msGT: -tracking and computer-vision technology into the  | PD:  duringfocus operations\n\n\n attention by during\ ||, 
Iter   3322, Loss:  4.885528, PPL:  132.3603, Chunk_Size:  16, Batch_Size: 1, F: 79.11 ms, B: 162.56 msGT: -vision technology into the 3D surgical\nThis rese | PD:  during and the the\n\n\n the\n3 the the\n the ope ||, 
Iter   3323, Loss:  4.962471, PPL:  142.9466, Chunk_Size:  16, Batch_Size: 1, F: 51.59 ms, B: 172.61 msGT:  the 3D surgical\nThis research consequently offer | PD: \n Processing\n the\n the\n the\n the\n the\n the\ ||, 
Iter   3324, Loss:  5.056506, PPL:  157.0409, Chunk_Size:  16, Batch_Size: 1, F: 74.21 ms, B: 146.61 msGT:  surgical\nThis research consequently offers a uni | PD: \n research the the\n a the the\n research the the ||, 
Iter   3325, Loss:  5.384737, PPL:  218.0527, Chunk_Size:  16, Batch_Size: 1, F: 77.85 ms, B: 140.33 msGT:  consequently offers a unique\nopportunity both to | PD: \n research the research\n a\n-\n research\n\n\n\n ||, 
Iter   3326, Loss:  5.581945, PPL:  265.5876, Chunk_Size:  16, Batch_Size: 1, F: 60.41 ms, B: 153.13 msGT: \nopportunity both to improve surgical safety and  | PD: \n research\n\n\n research\n\n\n research\n\n\n\n\ ||, 
Iter   3327, Loss:  5.434203, PPL:  229.1102, Chunk_Size:  16, Batch_Size: 1, F: 82.98 ms, B: 157.52 msGT:  to improve surgical safety and to further\nunders | PD: \n research\n\n\n a\n\n\n research\n\n\n\n\n\n ||, 
Iter   3328, Loss:  5.445154, PPL:  231.6330, Chunk_Size:  16, Batch_Size: 1, F: 73.40 ms, B: 172.85 msGT:  and to further\nunderstanding of how the human br | PD: \nThis\n\n\n a\n\n\n a\n\n\n\n\n- ||, 
Iter   3329, Loss:  5.588502, PPL:  267.3348, Chunk_Size:  16, Batch_Size: 1, F: 69.14 ms, B: 150.43 msGT: understanding of how the human brain functions whi | PD: \n and operations\n\n a\n-\n the\n to\n\n\n- ||, 
Iter   3330, Loss:  5.780740, PPL:  323.9988, Chunk_Size:  16, Batch_Size: 1, F: 68.42 ms, B: 147.10 msGT:  the human brain functions while performing\ntasks | PD: \n to operations the\n a both toop the both toop\n ||, 
Iter   3331, Loss:  5.603878, PPL:  271.4771, Chunk_Size:  16, Batch_Size: 1, F: 72.60 ms, B: 141.56 msGT:  while performing\ntasks involving complex hand-ey | PD: vision to operations the human3 both toop3 complex ||, 
Iter   3332, Loss:  5.412138, PPL:  224.1101, Chunk_Size:  16, Batch_Size: 1, F: 82.01 ms, B: 169.64 msGT:  involving complex hand-eye coordination.\ncomment | PD: op to safety- complex3 complex to complex3 complex ||, 
Iter   3333, Loss:  5.800602, PPL:  330.4986, Chunk_Size:  16, Batch_Size: 1, F: 78.27 ms, B: 132.84 msGT:  coordination.\ncommented: "By measuring attention | PD: op to complex while complex complex complex while  ||, 
Iter   3334, Loss:  5.657888, PPL:  286.5428, Chunk_Size:  16, Batch_Size: 1, F: 50.81 ms, B: 135.69 msGT: : "By measuring attention while performing operati | PD:  complex while complex while complex complex compl ||, 
Iter   3335, Loss:  5.151639, PPL:  172.7144, Chunk_Size:  16, Batch_Size: 1, F: 63.79 ms, B: 164.33 msGT:  attention while performing operations using\nstat | PD:  complex3 how how3D complex how complex3hole how3D ||, 
Iter   3336, Loss:  5.497017, PPL:  243.9632, Chunk_Size:  16, Batch_Size: 1, F: 71.03 ms, B: 145.87 msGT:  using\nstate-of-the-art 3D surgical equipment, th | PD:  complex whilehole how3DD3holestatestateD-theDD ho ||, 
Iter   3337, Loss:  5.425945, PPL:  227.2260, Chunk_Size:  16, Batch_Size: 1, F: 63.77 ms, B: 132.83 msGT: -the-art 3D surgical equipment, this collaboration | PD: DDD33DDDD surgicalDD surgical surgicalD how ||, 
Iter   3338, Loss:  5.194999, PPL:  180.3679, Chunk_Size:  16, Batch_Size: 1, F: 52.72 ms, B: 143.82 msGT: D surgical equipment, this collaboration between\n | PD: D surgical while to to toD surgical surgical surgi ||, 
Iter   3339, Loss:  5.371078, PPL:  215.0945, Chunk_Size:  16, Batch_Size: 1, F: 49.37 ms, B: 123.99 msGT:  this collaboration between\nsurgeons and academic | PD:  surgical surgical3 to surgical toD surgical surgi ||, 
Iter   3340, Loss:  5.298022, PPL:  199.9409, Chunk_Size:  16, Batch_Size: 1, F: 69.81 ms, B: 143.08 msGT: surgeons and academics at the University of Surrey | PD:  surgicalD3 surgical surgical toD surgical surgica ||, 
Iter   3341, Loss:  4.943439, PPL:  140.2518, Chunk_Size:  16, Batch_Size: 1, F: 68.80 ms, B: 125.26 msGT:  academics at the University of Surrey gives us a  | PD:  surgical surgical\n surgical surgical to to surgi ||, 
Iter   3342, Loss:  5.280108, PPL:  196.3911, Chunk_Size:  16, Batch_Size: 1, F: 70.47 ms, B: 128.83 msGT:  of Surrey gives us a unique\nopportunity both to  | PD:  surgical surgical\n a surgical performing\n surgi ||, 
Iter   3343, Loss:  5.374415, PPL:  215.8137, Chunk_Size:  16, Batch_Size: 1, F: 52.64 ms, B: 122.25 msGT:  a unique\nopportunity both to improve surgical sa | PD:  surgical brain\n a\n performing performing surgic ||, 
Iter   3344, Loss:  5.417027, PPL:  225.2085, Chunk_Size:  16, Batch_Size: 1, F: 90.24 ms, B: 163.86 msGT: portunity both to improve surgical safety and also | PD:  surgical performing\n this\n performing performin ||, 
Iter   3345, Loss:  5.269022, PPL:  194.2259, Chunk_Size:  16, Batch_Size: 1, F: 77.70 ms, B: 174.26 msGT:  surgical safety and also address\nfar-reaching qu | PD:  surgical brain\n this performing performing perfo ||, 
Iter   3346, Loss:  5.666896, PPL:  289.1357, Chunk_Size:  16, Batch_Size: 1, F: 74.66 ms, B: 119.93 msGT:  address\nfar-reaching questions how the human min | PD:  both\n\n this performing\n\n surgical\n\n\n this  ||, 
Iter   3347, Loss:  5.745011, PPL:  312.6270, Chunk_Size:  16, Batch_Size: 1, F: 66.11 ms, B: 132.70 msGT:  questions how the human mind focuses attention wh | PD:  while\n\n this performing\n\n this\n\ned this whi ||, 
Iter   3348, Loss:  5.658328, PPL:  286.6689, Chunk_Size:  16, Batch_Size: 1, F: 53.07 ms, B: 146.15 msGT:  mind focuses attention while\nperforming complex  | PD:  while\n\n this while\n measuring questions\n\ned  ||, 
Iter   3349, Loss:  5.963766, PPL:  389.0727, Chunk_Size:  16, Batch_Size: 1, F: 67.78 ms, B: 136.09 msGT: \nperforming complex tasks."\nVideo footage of thi | PD:  while\n while this while\n while questions\n\n me ||, 
Total Iterations: 3350/3000000 | Loss: 5.27530
Iter   3350, Loss:  6.546705, PPL:  696.9441, Chunk_Size:  32, Batch_Size: 1, F: 75.89 ms, B: 155.04 msGT: World's first 3D keyhole surgery performed at Univ | PD: \n surgical\n\n\n\n\n surgical\n\n\n\n\n\n\n surgi ||, 
Iter   3351, Loss:  5.692297, PPL:  296.5742, Chunk_Size:  32, Batch_Size: 1, F: 70.17 ms, B: 146.66 msGT:  surgery performed at University of Surrey\n28 Jan | PD:  while\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n ||, 
Iter   3352, Loss:  5.707083, PPL:  300.9917, Chunk_Size:  32, Batch_Size: 1, F: 75.54 ms, B: 150.27 msGT:  Jan 2011\nDoctors performed the world's first rem | PD: \n\n\n\n\n\n\n-of\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\ ||, 
Iter   3353, Loss:  5.173728, PPL:  176.5718, Chunk_Size:  32, Batch_Size: 1, F: 69.60 ms, B: 126.28 msGT:  world's first remote 3D keyhole surgery\nduring a | PD: \n\n\n\n\n\n\n-of\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\ ||, 
Iter   3354, Loss:  5.320774, PPL:  204.5421, Chunk_Size:  32, Batch_Size: 1, F: 64.74 ms, B: 132.62 msGT:  surgery\nduring a symposium at the University of  | PD: \n\n\n\n\n\n\n-of\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\ ||, 
Iter   3355, Loss:  5.515938, PPL:  248.6232, Chunk_Size:  32, Batch_Size: 1, F: 62.97 ms, B: 133.04 msGT:  of Surrey last December.\nKeyhole surgery reduces | PD: \n\n\n\n University\n\n-of\n\n\n\n\n\n\n of\n\n\n\ ||, 
Iter   3356, Loss:  4.943677, PPL:  140.2851, Chunk_Size:  32, Batch_Size: 1, F: 64.76 ms, B: 162.90 msGT:  reduces the length of hospital stays and\npost-op | PD: \n\n\n\n University University surgery surgery\n U ||, 
Iter   3357, Loss:  4.703215, PPL:  110.3012, Chunk_Size:  32, Batch_Size: 1, F: 68.68 ms, B: 149.72 msGT: post-operative complications. This also means that | PD: \n\n \n surgery key surgery surgery\n key\n\nD sur ||, 
Iter   3358, Loss:  4.155688, PPL:   63.7959, Chunk_Size:  32, Batch_Size: 1, F: 54.76 ms, B: 142.09 msGT:  patients\nexperience less scarring and pain. 3D k | PD: \n surgery \n surgery key surgery surgery\n surger ||, 
Iter   3359, Loss:  4.335258, PPL:   76.3446, Chunk_Size:  32, Batch_Size: 1, F: 49.93 ms, B: 131.16 msGT: . 3D keyhole surgery is a\nstate-of-the-art extens | PD: \n surgery   surgeryhole surgery surgery  surgery  ||, 
Iter   3360, Loss:  4.936565, PPL:  139.2910, Chunk_Size:  32, Batch_Size: 1, F: 74.18 ms, B: 136.14 msGT:  a\nstate-of-the-art extension of standard keyhole | PD: \n surgery  keyholehole surgery surgery hole surge ||, 
Iter   3361, Loss:  5.470919, PPL:  237.6786, Chunk_Size:  32, Batch_Size: 1, F: 49.62 ms, B: 114.53 msGT:  standard keyhole surgery that uses 3D\ncameras li | PD: \nhole  keyholehole surgery surgery hole surgery k ||, 
Iter   3362, Loss:  6.316508, PPL:  553.6362, Chunk_Size:  32, Batch_Size: 1, F: 73.13 ms, B: 134.19 msGT: D\ncameras like those used to make the film 'Avata | PD: \nhole..holehole is surgery hole surgery thatholeh ||, 
Iter   3363, Loss:  6.649029, PPL:  772.0342, Chunk_Size:  32, Batch_Size: 1, F: 77.61 ms, B: 148.49 msGT:  make the film 'Avatar'. It puts the\nsurgeon righ | PD: \nhole. thatholehole is patients hole. thatholehol ||, 
Iter   3364, Loss:  6.502551, PPL:  666.8403, Chunk_Size:  32, Batch_Size: 1, F: 63.48 ms, B: 169.06 msGT:  the\nsurgeon right inside the patient's body and  | PD: \nhole. thatholehole is that  extension. thathole  ||, 
Iter   3365, Loss:  6.395865, PPL:  599.3618, Chunk_Size:  32, Batch_Size: 1, F: 47.85 ms, B: 165.73 msGT:  patient's body and significantly improves\nThis s | PD: \nhole. thathole a is that\n extension of thatarri ||, 
Iter   3366, Loss:  6.117227, PPL:  453.6049, Chunk_Size:  32, Batch_Size: 1, F: 78.74 ms, B: 160.59 msGT:  breakthrough formed part of a\nlarge-scale study  | PD: \nhole of that a a of of\n extension of that\n the ||, 
Iter   3367, Loss:  5.390969, PPL:  219.4159, Chunk_Size:  32, Batch_Size: 1, F: 74.78 ms, B: 151.58 msGT:  study into operator fatigue using 3D surgical equ | PD: \n a of that a a the of\n extension of a\n the of  ||, 
Iter   3368, Loss:  5.314024, PPL:  203.1662, Chunk_Size:  32, Batch_Size: 1, F: 72.47 ms, B: 151.45 msGT:  surgical equipment\nthat arises from a collaborat | PD: \n a a a a a the of\n a a a\n the a of\n a a a\n a ||, 
Iter   3369, Loss:  5.335072, PPL:  207.4876, Chunk_Size:  32, Batch_Size: 1, F: 69.07 ms, B: 166.48 msGT:  between surgeons at the Royal\nSurrey County Hosp | PD: \n a\n a\n a a of\n a a a\n the a of\n a a a\n a\n ||, 
Iter   3370, Loss:  5.614857, PPL:  274.4740, Chunk_Size:  32, Batch_Size: 1, F: 63.32 ms, B: 149.94 msGT:  County Hospital and academics at the University o | PD: \n a\n a\n a a of\n at\n a\n the a\n\n the\n a\n\n ||, 
Iter   3371, Loss:  5.869756, PPL:  354.1625, Chunk_Size:  32, Batch_Size: 1, F: 54.38 ms, B: 153.19 msGT:  Surrey.\nAs well as surgical evaluation, cutting- | PD: \n the\n a\n a\n\n\n at\n a\n the\n\n\n the\n a\n\ ||, 
Iter   3372, Loss:  5.801998, PPL:  330.9601, Chunk_Size:  32, Batch_Size: 1, F: 67.43 ms, B: 182.36 msGT:  cutting-edge research, led by Dr\nDavid Windridge | PD: \n a\n a\n and\n\n\n at\n surgical\n\n\n\n\n the\n ||, 
Iter   3373, Loss:  5.830281, PPL:  340.4543, Chunk_Size:  32, Batch_Size: 1, F: 64.58 ms, B: 166.46 msGT: David Windridge of the University's Centre for Vis | PD:  surgical the\n surgical\n and\n surgical\n and\n  ||, 
Iter   3374, Loss:  5.931947, PPL:  376.8877, Chunk_Size:  32, Batch_Size: 1, F: 72.95 ms, B: 137.07 msGT:  Vision, Speech and\nSignal Processing, sought to  | PD:  surgical and of the the and the\n\n and the surgi ||, 
Iter   3375, Loss:  5.573364, PPL:  263.3184, Chunk_Size:  32, Batch_Size: 1, F: 77.18 ms, B: 156.21 msGT:  sought to measure the changes in a surgeon's\nfoc | PD:  surgical and and the the and the\n the and and\n  ||, 
Iter   3376, Loss:  5.757188, PPL:  316.4572, Chunk_Size:  32, Batch_Size: 1, F: 69.74 ms, B: 185.44 msGT: 's\nfocus of attention during prolonged operations | PD:  during and and the the and the focuses the and an ||, 
Iter   3377, Loss:  5.197149, PPL:  180.7562, Chunk_Size:  32, Batch_Size: 1, F: 62.27 ms, B: 184.11 msGT:  by incorporating\neye-tracking and computer-visio | PD:  a and and the the and the questions and and and a ||, 
Iter   3378, Loss:  4.733634, PPL:  113.7081, Chunk_Size:  32, Batch_Size: 1, F: 66.45 ms, B: 154.74 msGT: -vision technology into the 3D surgical\nThis rese | PD: \n and and the the and of\n and and and attention  ||, 
Iter   3379, Loss:  4.836399, PPL:  126.0148, Chunk_Size:  32, Batch_Size: 1, F: 53.02 ms, B: 168.26 msGT:  surgical\nThis research consequently offers a uni | PD: \n and and attention improve and of surgical\n and ||, 
Iter   3380, Loss:  5.251681, PPL:  190.8869, Chunk_Size:  32, Batch_Size: 1, F: 49.45 ms, B: 128.78 msGT: \nopportunity both to improve surgical safety and  | PD: \n and and attention during and\n\n\n and and atte ||, 
Iter   3381, Loss:  5.093588, PPL:  162.9736, Chunk_Size:  32, Batch_Size: 1, F: 67.10 ms, B: 149.34 msGT:  and to further\nunderstanding of how the human br | PD: \n\n and attention improve and attention\n  attent ||, 
Iter   3382, Loss:  5.147790, PPL:  172.0508, Chunk_Size:  32, Batch_Size: 1, F: 60.05 ms, B: 164.72 msGT:  the human brain functions while performing\ntasks | PD: \n improve attention attention improve and attenti ||, 
Iter   3383, Loss:  4.866722, PPL:  129.8944, Chunk_Size:  32, Batch_Size: 1, F: 58.48 ms, B: 166.69 msGT:  involving complex hand-eye coordination.\ncomment | PD: \n\n attention attention complex and attention how ||, 
Iter   3384, Loss:  4.619577, PPL:  101.4511, Chunk_Size:  32, Batch_Size: 1, F: 48.13 ms, B: 153.34 msGT: : "By measuring attention while performing operati | PD:  how how how using while and how how how how howD  ||, 
Iter   3385, Loss:  5.481099, PPL:  240.1104, Chunk_Size:  32, Batch_Size: 1, F: 64.70 ms, B: 178.03 msGT:  using\nstate-of-the-art 3D surgical equipment, th | PD:  while how how using while complex operations usin ||, 
Iter   3386, Loss:  5.576003, PPL:  264.0141, Chunk_Size:  32, Batch_Size: 1, F: 57.69 ms, B: 158.27 msGT: D surgical equipment, this collaboration between\n | PD:  while while usingD while complex operations using ||, 
Iter   3387, Loss:  5.160645, PPL:  174.2768, Chunk_Size:  32, Batch_Size: 1, F: 67.06 ms, B: 150.03 msGT: surgeons and academics at the University of Surrey | PD: \n\n\n\n\n and\n surgical surgical surgical\n\n\n  ||, 
Iter   3388, Loss:  4.949468, PPL:  141.0999, Chunk_Size:  32, Batch_Size: 1, F: 62.20 ms, B: 145.27 msGT:  of Surrey gives us a unique\nopportunity both to  | PD: \n\n\n\n\n and\n\n\n\n\n\n\n\n\n\n\n\n\n surgical\ ||, 
Iter   3389, Loss:  4.897945, PPL:  134.0142, Chunk_Size:  32, Batch_Size: 1, F: 69.48 ms, B: 139.38 msGT: portunity both to improve surgical safety and also | PD: \n\n\n while\n\n while\n\n\n\n\n\n\n\n\n\n\n\n\n\n ||, 
Total Iterations: 3390/3000000 | Loss: 5.41785
Iter   3390, Loss:  6.445660, PPL:  629.9624, Chunk_Size:  64, Batch_Size: 1, F: 77.03 ms, B: 131.09 msGT: World's first 3D keyhole surgery performed at Univ | PD: \n\n\n\n\n\n\n\n\n improve\n\n\n while\n\n\n\n bra ||, 
Iter   3391, Loss:  6.149186, PPL:  468.3361, Chunk_Size:  64, Batch_Size: 1, F: 70.36 ms, B: 137.62 msGT:  Jan 2011\nDoctors performed the world's first rem | PD: op\n\n\n\n\n while while improve improve\n\n while ||, 
Iter   3392, Loss:  5.866601, PPL:  353.0471, Chunk_Size:  64, Batch_Size: 1, F: 77.77 ms, B: 150.61 msGT:  surgery\nduring a symposium at the University of  | PD: \n\n\n\n\n\n\n-the\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n ||, 
Iter   3393, Loss:  5.727914, PPL:  307.3275, Chunk_Size:  64, Batch_Size: 1, F: 72.64 ms, B: 134.14 msGT:  reduces the length of hospital stays and\npost-op | PD: \n\n\n\n\n\n\n the\n\n\n\n\nD\nD\n\n\n\n\n\n\n of\ ||, 
Iter   3394, Loss:  5.575848, PPL:  263.9733, Chunk_Size:  64, Batch_Size: 1, F: 63.58 ms, B: 144.70 msGT:  patients\nexperience less scarring and pain. 3D k | PD:  " "\n\n\n and\n the\n at3\nDDDD\n\n\n\n\n\n this  ||, 
Iter   3395, Loss:  5.619430, PPL:  275.7322, Chunk_Size:  64, Batch_Size: 1, F: 63.22 ms, B: 130.28 msGT:  a\nstate-of-the-art extension of standard keyhole | PD: \n "\n\nD and the the\n\n3DDDDD\n\n and\n\n\n the  ||, 
Iter   3396, Loss:  5.256207, PPL:  191.7527, Chunk_Size:  64, Batch_Size: 1, F: 59.23 ms, B: 138.20 msGT: D\ncameras like those used to make the film 'Avata | PD: \n\n\n\n\n and the the\n\n3D\n\nD the\n\n and to\n ||, 
Iter   3397, Loss:  4.945326, PPL:  140.5167, Chunk_Size:  64, Batch_Size: 1, F: 63.42 ms, B: 143.20 msGT:  the\nsurgeon right inside the patient's body and  | PD: \n\n\n\n the and the and\n\n\n.\n\n the the the\n\ ||, 
Iter   3398, Loss:  5.029762, PPL:  152.8967, Chunk_Size:  64, Batch_Size: 1, F: 59.13 ms, B: 138.88 msGT:  breakthrough formed part of a\nlarge-scale study  | PD: \n\n\n the and and the between at at and,\n the th ||, 
Iter   3399, Loss:  4.895355, PPL:  133.6674, Chunk_Size:  64, Batch_Size: 1, F: 63.29 ms, B: 202.54 msGT:  surgical equipment\nthat arises from a collaborat | PD: \n\n\n thege and between between at at and,\n the  ||, 
Iter   3400, Loss:  5.174672, PPL:  176.7387, Chunk_Size:  64, Batch_Size: 1, F: 51.82 ms, B: 119.01 msGT:  County Hospital and academics at the University o | PD: \n\n thesurge and between between at at between be ||, 
Iter   3401, Loss:  5.080733, PPL:  160.8919, Chunk_Size:  64, Batch_Size: 1, F: 61.98 ms, B: 125.64 msGT:  cutting-edge research, led by Dr\nDavid Windridge | PD: \n\n\n\n the of the between\n at\n of\n\n surgical ||, 
Iter   3402, Loss:  4.964601, PPL:  143.2514, Chunk_Size:  64, Batch_Size: 1, F: 55.52 ms, B: 137.91 msGT:  Vision, Speech and\nSignal Processing, sought to  | PD:  from from\n\n of as of between\n at between betwe ||, 
Iter   3403, Loss:  5.505378, PPL:  246.0115, Chunk_Size:  64, Batch_Size: 1, F: 54.87 ms, B: 121.25 msGT: 's\nfocus of attention during prolonged operations | PD: \n\n\n3\n of\n\n\nhole\n\n\n\n\n\n\n\n\n and\n the ||, 
Iter   3404, Loss:  5.634320, PPL:  279.8685, Chunk_Size:  64, Batch_Size: 1, F: 62.74 ms, B: 143.93 msGT: -vision technology into the 3D surgical\nThis rese | PD:  fromAs the\n, as of between of the between betwee ||, 
Iter   3405, Loss:  5.551877, PPL:  257.7209, Chunk_Size:  64, Batch_Size: 1, F: 50.86 ms, B: 170.46 msGT: \nopportunity both to improve surgical safety and  | PD: , cutting the\n of, of of the\n of of\n the of of\ ||, 
Iter   3406, Loss:  5.153128, PPL:  172.9717, Chunk_Size:  64, Batch_Size: 1, F: 56.92 ms, B: 166.17 msGT:  the human brain functions while performing\ntasks | PD: \n\n the\n the of the the\n\n of\n\n\n\n\n\n\n to\ ||, 
Iter   3407, Loss:  4.810985, PPL:  122.8525, Chunk_Size:  64, Batch_Size: 1, F: 62.87 ms, B: 147.81 msGT: : "By measuring attention while performing operati | PD: \n\n\n\nge the the the performing \n\n\n\n\n\n\n\n ||, 
Total Iterations: 3408/3000000 | Loss: 5.41039
Buffer Index: 8, Total Tokens: 236, Decoded Buffer: The Lodge Pole Pine Christmas tree is a native to the Rocky Mountains in the western in the western United States.
